id,degree_centrality,betweenness_centrality,community,definition,construct,category
"('QUAL-PREF', 'familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)')",1,0.0,204,,,
"('QUAL-PREF', 'passionate about ai')",1,0.0,206,,,
"('SS-LEADERSHIP', 'attention to detail')",1,0.0,2,,,
"('SS-LEADERSHIP', 'equivalent practical experience')",1,0.0,202,,,
"('SS-LEADERSHIP', 'familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)')",1,0.0,204,,,
"('SS-LEADERSHIP', 'passionate about ai')",1,0.0,206,,,
"('SS-STAKEHOLDER', 'attention to detail')",1,0.0,2,,,
"('SS-STAKEHOLDER', 'equivalent practical experience')",1,0.0,202,,,
"('SS-STAKEHOLDER', 'familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)')",1,0.0,204,,,
"('SS-STAKEHOLDER', 'passionate about ai')",1,0.0,206,,,
"('TECH-CONCEPT', 'attention to detail')",1,0.0,2,,,
"('TECH-CONCEPT', 'equivalent practical experience')",1,0.0,202,,,
"('TECH-CONCEPT', 'familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)')",1,0.0,204,,,
"('TECH-CONCEPT', 'passionate about ai')",1,0.0,206,,,
"('TECH-HANDSON', 'attention to detail')",1,0.0,2,,,
"('TECH-HANDSON', 'equivalent practical experience')",1,0.0,202,,,
"('TECH-HANDSON', 'familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)')",1,0.0,204,,,
"('TECH-HANDSON', 'passionate about ai')",1,0.0,206,,,
"('TECH-OPS', 'attention to detail')",1,0.0,2,,,
"('TECH-OPS', 'equivalent practical experience')",1,0.0,202,,,
"('TECH-OPS', 'familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)')",1,0.0,204,,,
"('TECH-OPS', 'passionate about ai')",1,0.0,206,,,
"('attention to detail', 'equivalent practical experience')",1,0.0,202,,,
"('attention to detail', 'familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)')",1,0.0,204,,,
"('attention to detail', 'organizational skills')",1,0.0,214,,,
"('attention to detail', 'passionate about ai')",1,0.0,206,,,
"('equivalent practical experience', 'familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)')",1,0.0,204,,,
"('equivalent practical experience', 'organizational skills')",1,0.0,214,,,
"('equivalent practical experience', 'passionate about ai')",1,0.0,206,,,
"('familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)', 'organizational skills')",1,0.0,214,,,
"('familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)', 'passionate about ai')",1,0.0,206,,,
"('organizational skills', 'passionate about ai')",1,0.0,206,,,
"('CONTEXT-COMPLEX', 'active top secret clearance with sci eligibility')",1,0.0,9,,,
active top secret clearance with sci eligibility,18,1.4629317477320495e-05,9,No definition available,Unknown,Unknown
"('CONTEXT-COMPLEX', 'familiarity with nga core platform')",1,0.0,12,,,
familiarity with nga core platform,19,1.6350413651122904e-05,12,No definition available,Unknown,Unknown
"('CONTEXT-COMPLEX', 'familiarity with nga data environments')",1,0.0,14,,,
familiarity with nga data environments,20,1.8167126279025452e-05,14,No definition available,Unknown,Unknown
"('CONTEXT-COMPLEX', 'occasional travel within the national capital region (ncr)')",1,0.0,18,,,
occasional travel within the national capital region (ncr),21,2.007945536102813e-05,18,No definition available,Unknown,Unknown
"('CONTEXT-COMPLEX', 'u.s. citizenship')",1,0.0,20,,,
u.s. citizenship,22,2.2087400897130943e-05,20,No definition available,Unknown,Unknown
"('CONTEXT-REG', 'active top secret clearance with sci eligibility')",1,0.0,9,,,
"('CONTEXT-REG', 'familiarity with nga core platform')",1,0.0,12,,,
"('CONTEXT-REG', 'familiarity with nga data environments')",1,0.0,14,,,
"('CONTEXT-REG', 'occasional travel within the national capital region (ncr)')",1,0.0,18,,,
"('CONTEXT-REG', 'u.s. citizenship')",1,0.0,20,,,
"('CORE-BUSINESS', 'active top secret clearance with sci eligibility')",1,0.0,9,,,
"('CORE-BUSINESS', 'familiarity with nga core platform')",1,0.0,12,,,
"('CORE-BUSINESS', 'familiarity with nga data environments')",1,0.0,14,,,
"('CORE-BUSINESS', 'occasional travel within the national capital region (ncr)')",1,0.0,18,,,
"('CORE-BUSINESS', 'u.s. citizenship')",1,0.0,20,,,
"('EDU-ADV', 'active top secret clearance with sci eligibility')",1,0.0,9,,,
"('EDU-ADV', 'familiarity with nga core platform')",1,0.0,12,,,
"('EDU-ADV', 'familiarity with nga data environments')",1,0.0,14,,,
"('EDU-ADV', 'occasional travel within the national capital region (ncr)')",1,0.0,18,,,
"('EDU-ADV', 'u.s. citizenship')",1,0.0,20,,,
"('EXP-AI-YRS', 'active top secret clearance with sci eligibility')",1,0.0,9,,,
"('EXP-AI-YRS', 'familiarity with nga core platform')",1,0.0,12,,,
"('EXP-AI-YRS', 'familiarity with nga data environments')",1,0.0,14,,,
"('EXP-AI-YRS', 'occasional travel within the national capital region (ncr)')",1,0.0,18,,,
"('EXP-AI-YRS', 'u.s. citizenship')",1,0.0,20,,,
"('EXP-INDUSTRY', 'active top secret clearance with sci eligibility')",1,0.0,9,,,
"('EXP-INDUSTRY', 'familiarity with nga core platform')",1,0.0,12,,,
"('EXP-INDUSTRY', 'familiarity with nga data environments')",1,0.0,14,,,
"('EXP-INDUSTRY', 'occasional travel within the national capital region (ncr)')",1,0.0,18,,,
"('EXP-INDUSTRY', 'u.s. citizenship')",1,0.0,20,,,
"('EXP-PM-YRS', 'active top secret clearance with sci eligibility')",1,0.0,9,,,
"('EXP-PM-YRS', 'familiarity with nga core platform')",1,0.0,12,,,
"('EXP-PM-YRS', 'familiarity with nga data environments')",1,0.0,14,,,
"('EXP-PM-YRS', 'occasional travel within the national capital region (ncr)')",1,0.0,18,,,
"('EXP-PM-YRS', 'u.s. citizenship')",1,0.0,20,,,
"('EXP_ROLE', 'active top secret clearance with sci eligibility')",1,0.0,9,,,
"('EXP_ROLE', 'familiarity with nga core platform')",1,0.0,12,,,
"('EXP_ROLE', 'familiarity with nga data environments')",1,0.0,14,,,
"('EXP_ROLE', 'occasional travel within the national capital region (ncr)')",1,0.0,18,,,
"('EXP_ROLE', 'u.s. citizenship')",1,0.0,20,,,
"('PM-BUDGET', 'active top secret clearance with sci eligibility')",1,0.0,9,,,
"('PM-BUDGET', 'familiarity with nga core platform')",1,0.0,12,,,
"('PM-BUDGET', 'familiarity with nga data environments')",1,0.0,14,,,
"('PM-BUDGET', 'occasional travel within the national capital region (ncr)')",1,0.0,18,,,
"('PM-BUDGET', 'u.s. citizenship')",1,0.0,20,,,
"('PM-PLAN', 'active top secret clearance with sci eligibility')",1,0.0,9,,,
"('PM-PLAN', 'familiarity with nga core platform')",1,0.0,12,,,
"('PM-PLAN', 'familiarity with nga data environments')",1,0.0,14,,,
"('PM-PLAN', 'occasional travel within the national capital region (ncr)')",1,0.0,18,,,
"('PM-PLAN', 'u.s. citizenship')",1,0.0,20,,,
"('PM-RISK', 'active top secret clearance with sci eligibility')",1,0.0,9,,,
"('PM-RISK', 'familiarity with nga core platform')",1,0.0,12,,,
"('PM-RISK', 'familiarity with nga data environments')",1,0.0,14,,,
"('PM-RISK', 'occasional travel within the national capital region (ncr)')",1,0.0,18,,,
"('PM-RISK', 'u.s. citizenship')",1,0.0,20,,,
"('PM-TOOL', 'active top secret clearance with sci eligibility')",1,0.0,9,,,
"('PM-TOOL', 'familiarity with nga core platform')",1,0.0,12,,,
"('PM-TOOL', 'familiarity with nga data environments')",1,0.0,14,,,
"('PM-TOOL', 'occasional travel within the national capital region (ncr)')",1,0.0,18,,,
"('PM-TOOL', 'u.s. citizenship')",1,0.0,20,,,
"('QUAL-PREF', 'active top secret clearance with sci eligibility')",1,0.0,9,,,
"('QUAL-PREF', 'familiarity with nga core platform')",1,0.0,12,,,
"('QUAL-PREF', 'familiarity with nga data environments')",1,0.0,14,,,
"('QUAL-PREF', 'occasional travel within the national capital region (ncr)')",1,0.0,18,,,
"('QUAL-PREF', 'u.s. citizenship')",1,0.0,20,,,
"('SS-LEADERSHIP', 'active top secret clearance with sci eligibility')",1,0.0,9,,,
"('SS-LEADERSHIP', 'familiarity with nga core platform')",1,0.0,12,,,
"('SS-LEADERSHIP', 'familiarity with nga data environments')",1,0.0,14,,,
"('SS-LEADERSHIP', 'occasional travel within the national capital region (ncr)')",1,0.0,18,,,
"('SS-LEADERSHIP', 'u.s. citizenship')",1,0.0,20,,,
"('SS-STAKEHOLDER', 'active top secret clearance with sci eligibility')",1,0.0,9,,,
"('SS-STAKEHOLDER', 'familiarity with nga core platform')",1,0.0,12,,,
"('SS-STAKEHOLDER', 'familiarity with nga data environments')",1,0.0,14,,,
"('SS-STAKEHOLDER', 'occasional travel within the national capital region (ncr)')",1,0.0,18,,,
"('SS-STAKEHOLDER', 'u.s. citizenship')",1,0.0,20,,,
"('TECH-CONCEPT', 'active top secret clearance with sci eligibility')",1,0.0,9,,,
"('TECH-CONCEPT', 'familiarity with nga core platform')",1,0.0,12,,,
"('TECH-CONCEPT', 'familiarity with nga data environments')",1,0.0,14,,,
"('TECH-CONCEPT', 'occasional travel within the national capital region (ncr)')",1,0.0,18,,,
"('TECH-CONCEPT', 'u.s. citizenship')",1,0.0,20,,,
"('TECH-HANDSON', 'active top secret clearance with sci eligibility')",1,0.0,9,,,
"('TECH-HANDSON', 'familiarity with nga core platform')",1,0.0,12,,,
"('TECH-HANDSON', 'familiarity with nga data environments')",1,0.0,14,,,
"('TECH-HANDSON', 'occasional travel within the national capital region (ncr)')",1,0.0,18,,,
"('TECH-HANDSON', 'u.s. citizenship')",1,0.0,20,,,
"('TECH-OPS', 'active top secret clearance with sci eligibility')",1,0.0,9,,,
"('TECH-OPS', 'familiarity with nga core platform')",1,0.0,12,,,
"('TECH-OPS', 'familiarity with nga data environments')",1,0.0,14,,,
"('TECH-OPS', 'occasional travel within the national capital region (ncr)')",1,0.0,18,,,
"('TECH-OPS', 'u.s. citizenship')",1,0.0,20,,,
"('active top secret clearance with sci eligibility', 'familiarity with nga core platform')",1,0.0,12,,,
"('active top secret clearance with sci eligibility', 'familiarity with nga data environments')",1,0.0,14,,,
"('active top secret clearance with sci eligibility', 'occasional travel within the national capital region (ncr)')",1,0.0,18,,,
"('active top secret clearance with sci eligibility', 'u.s. citizenship')",1,0.0,20,,,
"('familiarity with nga core platform', 'familiarity with nga data environments')",1,0.0,14,,,
"('familiarity with nga core platform', 'occasional travel within the national capital region (ncr)')",1,0.0,18,,,
"('familiarity with nga core platform', 'u.s. citizenship')",1,0.0,20,,,
"('familiarity with nga data environments', 'occasional travel within the national capital region (ncr)')",1,0.0,18,,,
"('familiarity with nga data environments', 'u.s. citizenship')",1,0.0,20,,,
"('occasional travel within the national capital region (ncr)', 'u.s. citizenship')",1,0.0,20,,,
"('CERT-PM', 'ability to understand bank processes')",1,0.0,59,,,
ability to understand bank processes,22,2.2087400897130943e-05,59,No definition available,Unknown,Unknown
"('CERT-PM', 'analytical skills')",1,0.0,60,,,
analytical skills,23,2.419096288733389e-05,60,No definition available,Unknown,Unknown
"('CERT-PM', 'bilingual spanish (desirable)')",1,0.0,61,,,
bilingual spanish (desirable),24,2.6390141331636972e-05,61,No definition available,Unknown,Unknown
"('CERT-PM', 'detail oriented')",1,0.0,62,,,
detail oriented,25,2.8684936230040185e-05,62,No definition available,Unknown,Unknown
"('CERT-PM', 'hands-on approach')",1,0.0,63,,,
hands-on approach,26,3.1075347582543534e-05,63,No definition available,Unknown,Unknown
"('CERT-PM', 'highly organized')",1,0.0,64,,,
highly organized,27,3.356137538914702e-05,64,No definition available,Unknown,Unknown
"('CERT-PM', 'ms powerpoint advanced')",1,0.0,65,,,
ms powerpoint advanced,28,3.614301964985063e-05,65,No definition available,Unknown,Unknown
"('CERT-PM', 'ms visio proficiency')",1,0.0,66,,,
ms visio proficiency,29,3.882028036465438e-05,66,No definition available,Unknown,Unknown
"('CERT-PM', 'objective')",1,0.0,67,,,
objective,30,4.159315753355827e-05,67,No definition available,Unknown,Unknown
"('CERT-PM', 'positive attitude')",1,0.0,69,,,
positive attitude,32,4.742576123366644e-05,69,No definition available,Unknown,Unknown
"('CERT-PM', 'proactive')",1,0.0,71,,,
proactive,33,5.0485487764870725e-05,71,No definition available,Unknown,Unknown
"('CERT-PM', 'proactively identifying workflow improvement')",1,0.0,73,,,
proactively identifying workflow improvement,34,5.364083075017515e-05,73,No definition available,Unknown,Unknown
"('CERT-PM', 'process management system knowledge')",1,0.0,74,,,
process management system knowledge,35,5.6891790189579705e-05,74,No definition available,Unknown,Unknown
"('CERT-PM', 'program management')",1,0.0,86,,,
program management,36,6.023836608308439e-05,86,No definition available,Unknown,Unknown
"('CERT-PM', 'project management principles')",1,0.0,81,,,
project management principles,37,6.368055843068921e-05,81,No definition available,Unknown,Unknown
"('CERT-PM', 'self-aware')",1,0.0,80,,,
self-aware,38,6.721836723239417e-05,80,No definition available,Unknown,Unknown
"('CERT-PM', 'sharepoint proficiency')",1,0.0,82,,,
sharepoint proficiency,39,7.085179248819925e-05,82,No definition available,Unknown,Unknown
"('CERT-PM', 'skeptical yet constructive')",1,0.0,85,,,
skeptical yet constructive,40,7.458083419810448e-05,85,No definition available,Unknown,Unknown
"('CERT-PM', 'teamwork software proficiency')",1,0.0,87,,,
teamwork software proficiency,41,7.840549236210984e-05,87,No definition available,Unknown,Unknown
"('CERT-TECH', 'ability to understand bank processes')",1,0.0,59,,,
"('CERT-TECH', 'analytical skills')",1,0.0,60,,,
"('CERT-TECH', 'bilingual spanish (desirable)')",1,0.0,61,,,
"('CERT-TECH', 'detail oriented')",1,0.0,62,,,
"('CERT-TECH', 'hands-on approach')",1,0.0,63,,,
"('CERT-TECH', 'highly organized')",1,0.0,64,,,
"('CERT-TECH', 'ms powerpoint advanced')",1,0.0,65,,,
"('CERT-TECH', 'ms visio proficiency')",1,0.0,66,,,
"('CERT-TECH', 'objective')",1,0.0,67,,,
"('CERT-TECH', 'organizational skills')",1,0.0,214,,,
"('CERT-TECH', 'positive attitude')",1,0.0,69,,,
"('CERT-TECH', 'proactive')",1,0.0,71,,,
"('CERT-TECH', 'proactively identifying workflow improvement')",1,0.0,73,,,
"('CERT-TECH', 'process management system knowledge')",1,0.0,74,,,
"('CERT-TECH', 'program management')",1,0.0,86,,,
"('CERT-TECH', 'project management principles')",1,0.0,81,,,
"('CERT-TECH', 'self-aware')",1,0.0,80,,,
"('CERT-TECH', 'sharepoint proficiency')",1,0.0,82,,,
"('CERT-TECH', 'skeptical yet constructive')",1,0.0,85,,,
"('CERT-TECH', 'teamwork software proficiency')",1,0.0,87,,,
"('CONTEXT-COMPLEX', 'ability to understand bank processes')",1,0.0,59,,,
"('CONTEXT-COMPLEX', 'analytical skills')",1,0.0,60,,,
"('CONTEXT-COMPLEX', 'bilingual spanish (desirable)')",1,0.0,61,,,
"('CONTEXT-COMPLEX', 'detail oriented')",1,0.0,62,,,
"('CONTEXT-COMPLEX', 'hands-on approach')",1,0.0,63,,,
"('CONTEXT-COMPLEX', 'highly organized')",1,0.0,64,,,
"('CONTEXT-COMPLEX', 'ms powerpoint advanced')",1,0.0,65,,,
"('CONTEXT-COMPLEX', 'ms visio proficiency')",1,0.0,66,,,
"('CONTEXT-COMPLEX', 'objective')",1,0.0,67,,,
"('CONTEXT-COMPLEX', 'positive attitude')",1,0.0,69,,,
"('CONTEXT-COMPLEX', 'proactive')",1,0.0,71,,,
"('CONTEXT-COMPLEX', 'proactively identifying workflow improvement')",1,0.0,73,,,
"('CONTEXT-COMPLEX', 'process management system knowledge')",1,0.0,74,,,
"('CONTEXT-COMPLEX', 'program management')",1,0.0,86,,,
"('CONTEXT-COMPLEX', 'project management principles')",1,0.0,81,,,
"('CONTEXT-COMPLEX', 'self-aware')",1,0.0,80,,,
"('CONTEXT-COMPLEX', 'sharepoint proficiency')",1,0.0,82,,,
"('CONTEXT-COMPLEX', 'skeptical yet constructive')",1,0.0,85,,,
"('CONTEXT-COMPLEX', 'teamwork software proficiency')",1,0.0,87,,,
"('CONTEXT-ETHIC', 'ability to understand bank processes')",1,0.0,59,,,
"('CONTEXT-ETHIC', 'analytical skills')",1,0.0,60,,,
"('CONTEXT-ETHIC', 'bilingual spanish (desirable)')",1,0.0,61,,,
"('CONTEXT-ETHIC', 'detail oriented')",1,0.0,62,,,
"('CONTEXT-ETHIC', 'hands-on approach')",1,0.0,63,,,
"('CONTEXT-ETHIC', 'highly organized')",1,0.0,64,,,
"('CONTEXT-ETHIC', 'ms powerpoint advanced')",1,0.0,65,,,
"('CONTEXT-ETHIC', 'ms visio proficiency')",1,0.0,66,,,
"('CONTEXT-ETHIC', 'objective')",1,0.0,67,,,
"('CONTEXT-ETHIC', 'positive attitude')",1,0.0,69,,,
"('CONTEXT-ETHIC', 'proactive')",1,0.0,71,,,
"('CONTEXT-ETHIC', 'proactively identifying workflow improvement')",1,0.0,73,,,
"('CONTEXT-ETHIC', 'process management system knowledge')",1,0.0,74,,,
"('CONTEXT-ETHIC', 'program management')",1,0.0,86,,,
"('CONTEXT-ETHIC', 'project management principles')",1,0.0,81,,,
"('CONTEXT-ETHIC', 'self-aware')",1,0.0,80,,,
"('CONTEXT-ETHIC', 'sharepoint proficiency')",1,0.0,82,,,
"('CONTEXT-ETHIC', 'skeptical yet constructive')",1,0.0,85,,,
"('CONTEXT-ETHIC', 'teamwork software proficiency')",1,0.0,87,,,
"('CONTEXT-REG', 'ability to understand bank processes')",1,0.0,59,,,
"('CONTEXT-REG', 'analytical skills')",1,0.0,60,,,
"('CONTEXT-REG', 'bilingual spanish (desirable)')",1,0.0,61,,,
"('CONTEXT-REG', 'detail oriented')",1,0.0,62,,,
"('CONTEXT-REG', 'hands-on approach')",1,0.0,63,,,
"('CONTEXT-REG', 'highly organized')",1,0.0,64,,,
"('CONTEXT-REG', 'ms powerpoint advanced')",1,0.0,65,,,
"('CONTEXT-REG', 'ms visio proficiency')",1,0.0,66,,,
"('CONTEXT-REG', 'objective')",1,0.0,67,,,
"('CONTEXT-REG', 'positive attitude')",1,0.0,69,,,
"('CONTEXT-REG', 'proactive')",1,0.0,71,,,
"('CONTEXT-REG', 'proactively identifying workflow improvement')",1,0.0,73,,,
"('CONTEXT-REG', 'process management system knowledge')",1,0.0,74,,,
"('CONTEXT-REG', 'program management')",1,0.0,86,,,
"('CONTEXT-REG', 'project management principles')",1,0.0,81,,,
"('CONTEXT-REG', 'self-aware')",1,0.0,80,,,
"('CONTEXT-REG', 'sharepoint proficiency')",1,0.0,82,,,
"('CONTEXT-REG', 'skeptical yet constructive')",1,0.0,85,,,
"('CONTEXT-REG', 'teamwork software proficiency')",1,0.0,87,,,
"('CORE-ADAPT', 'ability to understand bank processes')",1,0.0,59,,,
"('CORE-ADAPT', 'analytical skills')",1,0.0,60,,,
"('CORE-ADAPT', 'bilingual spanish (desirable)')",1,0.0,61,,,
"('CORE-ADAPT', 'detail oriented')",1,0.0,62,,,
"('CORE-ADAPT', 'hands-on approach')",1,0.0,63,,,
"('CORE-ADAPT', 'highly organized')",1,0.0,64,,,
"('CORE-ADAPT', 'ms powerpoint advanced')",1,0.0,65,,,
"('CORE-ADAPT', 'ms visio proficiency')",1,0.0,66,,,
"('CORE-ADAPT', 'objective')",1,0.0,67,,,
"('CORE-ADAPT', 'positive attitude')",1,0.0,69,,,
"('CORE-ADAPT', 'proactive')",1,0.0,71,,,
"('CORE-ADAPT', 'proactively identifying workflow improvement')",1,0.0,73,,,
"('CORE-ADAPT', 'process management system knowledge')",1,0.0,74,,,
"('CORE-ADAPT', 'program management')",1,0.0,86,,,
"('CORE-ADAPT', 'project management principles')",1,0.0,81,,,
"('CORE-ADAPT', 'self-aware')",1,0.0,80,,,
"('CORE-ADAPT', 'sharepoint proficiency')",1,0.0,82,,,
